Code_x,Description,Code_y
WA9,"Brewster, WA: Anderson Field",16515
WAA,"Wales, AK: Wales Airport",15709
WAB,"Wabag, Papua New Guinea: Wabag Airport",15710
WAD,"Andriamena, Madagascar: Andriamena Airport",15711
WAG,"Wanganui, New Zealand: Whanganui",15712
WAL,"Chincoteague, VA: Wallops Flight Facility",15713
WAR,"Warsaw, IN: Warsaw Municipal",15714
WAS,"Washington, DC: Washington DC Metropolitan Area",15715
WAT,"Waterford, Ireland: Waterford Airport",15716
WAV,"Wave Hill, Australia: Wave Hill Old",15717
WAW,"Warsaw, Poland: Warsaw Chopin",15718
WBA,"Wahai, Indonesia: Wahai Airport",15720
WBB,"Stebbins, AK: Stebbins Airport",15721
WBH,"Commerce/Montebello, CA: Commerce/Montebello Heliport",15722
WBM,"Wapenamanda, Papua New Guinea: Wapenamanda Airport",15723
WBN,"Woburn, MA: Woburn Airport",15724
WBQ,"Beaver, AK: Beaver Airport",15725
WBR,"Big Rapids, MI: Roben-Hood",15726
WBS,"Bennettsville, SC: Bennettsville Airport",15727
WBY,"Downtown, CA: Downtown Airport",15728
WCA,"Castro, Chile: Gamboa",15729
WCL,"Whalers Cove Lodge, AK: Whalers Cove Lodge Airport",15730
WCR,"Chandalar, AK: Chandalar Lake",15731
WDB,"Wide Bay, AK: Wide Bay Airport",15732
WDG,"Enid, OK: Enid Woodring Regional",15734
WDH,"Windhoek, Namibia: Hosea Kutako International",15735
WDR,"Winder, GA: Barrow County",15737
WEH,"Dashuipo, China: Dashuipo Airport",15738
WEI,"Weipa, Australia: Weipa Airport",15739
WEL,"Welkom, South Africa: Welkom Airport",15740
WFB,"Ketchikan, AK: Ketchikan Waterfront Seaplane Base",15741
WFD,"Woodford, United Kingdom: Manchester Woodford",15961
WFK,"Frenchville, ME: Northern Aroostook Regional",15751
WGA,"Wagga Wagga, Australia: Wagga Wagga Airport",15744
WGE,"Walgett, Australia: Walgett Airport",15745
WGG,"Bahia Tortugas, Mexico: Bahia Tortugas Airport",15746
WGL,"Isle Baltra, Ecuador: Isle Baltra Off-Line Point",15747
WGO,"Winchester, VA: Winchester Regional",15749
WGP,"Waingapu, Indonesia: Mau Hau",15750
WHD,"Hyder, AK: Hyder Seaplane Base",15754
WHK,"Whakatane, New Zealand: Whakatane Airport",15755
WHO,"Franz Josef, New Zealand: Franz Josef Airport",15756
WHP,"Los Angeles, CA: Whiteman",16678
WHR,"Eagle, CO: Vail/Avon",15758
WHT,"Wharton, TX: Wharton Regional",15759
WI1,"Black River Falls, WI: Black River Falls Area",15760
WI2,"Phillips, WI: Price County",15761
WI3,"Ehpriam, WI: Ephraim Gibraltar",16628
WI4,"Middleton, WI: Middleton Municipal Morey Field",16778
WI5,"Moroe, WI: Monroe Municipal",16793
WI6,"Waupaca, WI: Waupaca Municipal",16860
WIB,"Wilbur, WA: Wilbur Airport",15762
WIC,"Wick, United Kingdom: Wick Airport",15763
WIL,"Nairobi, Kenya: Nairobi/Wilson",15766
WIN,"Winton, Australia: Winton Airport",15767
WJA,"Woja, Marshall Islands: Woja Airport",15768
WJF,"Lancaster, CA: General William J. Fox Airfield",15769
WJR,"Wajir, Kenya: Wajir Airport",16686
WKA,"Wanaka, New Zealand: Wanaka Airport",15772
WKJ,"Wakkanai, Japan: Wakkanai Airport",15773
WKK,"Aleknagik, AK: Aleknagik New",15774
WKL,"Waikoloa Village, HI: Waikoloa Heliport",15775
WKN,"Wakunai, Papua New Guinea: Wakunai Airport",15777
WKR,"Walker's Cay, The Bahamas: Walker's",15778
WKV,"Philadelphia, PA: Penns Landing Seaplane Base",15779
WLB,"Labouchere Bay, AK: Labouchere Bay Airport",15781
WLD,"Winfield, KS: Strother Field",15782
WLG,"Wellington, New Zealand: Wellington International",15783
WLH,"Walaha, Vanuatu: Walaha Airport",15784
WLK,"Selawik, AK: Selawik Airport",15785
WLM,"Waltham, MA: Waltham Hospital Heliport",15786
WLS,"Wallis Island, Wallis and Futuna: Wallis Hihifo",15787
WLW,"Willows, CA: Willows Glenn County",15789
WMB,"Warrnambool, Australia: Warrnambool Airport",15790
WMC,"Winnemucca, NV: Winnemucca Municipal",15791
WMH,"Mountain Home, AR: Baxter County",15792
WMI,"Nowy Dwor Mazowieckie, Poland: Modlin",16781
WMK,"Meyers Chuck, AK: Meyers Chuck Seaplane Base",15793
WMO,"White Mountain, AK: White Mountain Airport",15794
WMR,"Mananara, Madagascar: Avaratra",15795
WNA,"Napakiak, AK: Napakiak Airport",15798
WNC,"Tuxekan Island, AK: Naukati Bay Seaplane Base",16427
WNN,"Wunnumin Lake, Canada: Wunnumin Lake Airport",15799
WNP,"Naga, Philippines: Naga Airport",15800
WNR,"Windorah, Australia: Windorah Airport",15801
WNS,"Nawab Shah, Pakistan: Nawabshah",15802
WNZ,"Wenzhou, China: Longwan",15804
WOD,"Wood River, AK: Wood River Airport",15805
WOW,"Willow, AK: Willow Airport",15807
WPM,"Wipim, Papua New Guinea: Wipim Airport",15810
WPO,"Paonia, CO: North Fork Valley",14444
WPU,"Puerto Williams, Chile: Guardiamarina Zanartu",15812
WQA,"Ovid, NY: Ovid Airport",15813
WQB,"Mandan, ND: Mandan Regional Lawler Field",15814
WQC,"Hamilton, MT: Ravalli County",15815
WQD,"Tulelake, CA: Tulelake Municipal",15816
WQE,"Dinsmore, CA: Dinsmore Airport",15817
WQF,"Rigby, ID: Rigby Airport",15818
WQG,"Hesperia, CA: Hesperia Airport",15819
WQH,"Dorris, CA: Butte Valley",15820
WQI,"Connell, WA: Connell City",15821
WQJ,"Peard Bay, AK: Peard Bay Airport",15822
WQK,"Townsend, MT: Townsend Airport",15823
WQL,"Bluff, AK: Bluff Airport",15824
WQN,"Campbellsville, KY: Taylor County",15826
WQO,"Rosamond, CA: Rosamond Skypark",15827
WQP,"Oceano, CA: Oceano County",15828
WQQ,"Fairburn, SD: Custer State Park",15829
WQR,"Naknek, AK: Tibbetts",15830
WQS,"Poplar, MT: Poplar Municipal",15831
WQT,"Bridger, MT: Bridger Municipal",15832
WQU,"Portales, NM: Portales Municipal",15833
WQW,"David River, AK: David River Airport",15835
WQX,"Kiavak, AK: Kiavak Airport",15836
WQY,"Port Wakefield, AK: Port Wakefield Airport",15837
WQZ,"Chignik Lake, AK: Chignik Lake Airport",15838
WRB,"Macon, GA: Robins AFB",15839
WRE,"Whangarei, New Zealand: Whangarei Airport",15840
WRG,"Wrangell, AK: Wrangell Airport",15841
WRI,"Fort Dix, NJ: McGuire Field",15842
WRL,"Worland, WY: Worland Municipal",15843
WRO,"Wroclaw, Poland: Strachowice",15845
WSB,"Steamboat Bay, AK: Steamboat Bay Airport",15846
WSG,"Washington, PA: Washington County",15847
WSH,"Shirley, NY: Brookhaven",15848
WSI,"Wasilla, AK: Wasilla Airport",15849
WSI,"Wasilla, AK: Wasilla Airport",15881
WWA,"Wasilla, AK: Wasilla Airport",15849
WWA,"Wasilla, AK: Wasilla Airport",15881
WSJ,"San Juan, AK: San Juan Airport",15850
WSM,"Wiseman, AK: Wiseman Airport",15852
WSN,"South Naknek, AK: South Naknek 2",15853
WSP,"Waspam, Nicaragua: Waspam Airport",15854
WST,"Westerly, RI: Westerly State",15855
WSX,"Westsound, WA: Westsound Airport",15856
WSY,"Shute Harbour/Whitsunday, Australia: Whitsunday Airstrip",15857
WSZ,"Westport, New Zealand: Westport Airport",15858
WTC,"New York, NY: World Trade Center Heliport",15859
WTD,"West End, The Bahamas: West End Airport",15860
WTK,"Noatak, AK: Noatak Airport",15861
WTL,"Tuntutuliak, AK: Tuntutuliak Airport",15862
WTN,"Waddington, United Kingdom: RAF Waddington",15863
WTR,"Whiteriver, AZ: Whiteriver Airport",15864
WTS,"Tsiroanomandidy, Madagascar: Tsiroanomandidy Airport",15865
WTT,"Whittier, AK: Whittier Airport",15866
WUG,"Wau, Papua New Guinea: Wau Airport",15867
WUH,"Wuhan, China: Tianhe",15868
WUJ,"Duchesne, UT: Duchesne Municipal",15869
WUQ,"Ocean Shores, WA: Avco",15870
WUU,"Wau, South Sudan: Wau Airport",15871
WUX,"Wuxi, China: Shuofang",15872
WV1,"Charleston, WV: Mcs-Pad Heliport",15873
WV2,"Logan, WV: Logan County",16496
WVA,"Falls Church, VA: Washington-Virginia",15874
WVB,"Walvis Bay, Namibia: Walvis Bay Airport",15875
WVI,"Watsonville, CA: Watsonville Municipal",15877
WVK,"Manakara, Madagascar: Manakara Airport",15878
WVL,"Augusta/Waterville, ME: Waterville Robert Lafleur",15879
WWD,"Cape May, NJ: Cape May County",15882
WWK,"Wewak, Papua New Guinea: Wewak Airport",15883
WWP,"Whale Pass, AK: Whale Pass Airport",15885
WWR,"Woodward, OK: West Woodward",15886
WWT,"Newtok, AK: Mertarvik",15887
WY1,"Pinedale, WY: Ralph Wenz Field",15892
WYA,"Whyalla, Australia: Whyalla Airport",15893
WYB,"Yes Bay, AK: Yes Bay Lodge Seaplane Base",15894
WYE,"Yengema, Sierra Leone: Yengema Airport",15895
WYN,"Wyndham, Australia: Wyndham Airport",15896
WYS,"West Yellowstone, MT: Yellowstone",15897
WZY,"Nassau, The Bahamas: Nassau Seaplane Base",15899
XAL,"Alamos, Mexico: Alamos Airport",15900
XAP,"Chapeco, Brazil: Serafin Enoss Bertaso",15901
XBE,"Bearskin Lake, Canada: Bearskin Lake Airport",15902
XBR,"Brockville, Canada: Brockville Regional Tackaberry",15903
XCH,"Christmas Island, Christmas Island: Christmas Island Airport",15904
XCL,"Cluff Lake, Canada: Cluff Lake Airport",15905
XCM,"Chatham Kent, Canada: Chatham-Kent",16457
XCR,"Chalons-En-Champagne, France: Chalons Vatry",15906
XES,"Lake Geneva, WI: Americana",15907
XIC,"Xichang, China: Qingshan",15908
XIY,"Xi'an, China: Xianyang",15910
XLS,"St. Louis, Senegal: Saint Louis",15913
XLW,"Lemwerder, Germany: Lemwerder Airport",15914
XMD,"Madison, SD: Madison Municipal",15915
XMH,"Manihi, French Polynesia: Manihi Airport",15916
XMJ,"Mont de Marsan, France: Mont de Marsan Airport",16622
XMN,"Xiamen, China: Gaoqi",15917
XMR,"Marmande, France: Marmande Virazeil",15918
XNA,"Fayetteville, AR: Northwest Arkansas National",15919
XNG,"Quang Ngai, Vietnam: Quang Ngai Airport",15920
XNN,"Xining, China: Xining Airport",15921
XQC,"Al Bakr, Iraq: Joint Base Balad",15924
XQP,"Quepos, Costa Rica: Quepos Airport",15925
XRH,"Richmond, Australia: Richmond AFB",15926
XRS,"Reston, VA: Reston Airport",15927
XRY,"Jerez de la Frontera, Spain: Jerez",15928
XSC,"South Caicos, Turks and Caicos Islands: South Caicos International",15929
XSD,"Tonopah, NV: Tonopah Test Range",15930
XSM,"Leonardtown, MD: St. Mary's County Regional",15931
XSP,"Seletar, Singapore: Seletar Airport",15932
XT1,"New Braunfels, TX: New Braunfels National",16958
XT2,"Bridgeport, TX: Bridgeport Municipal",16961
XT3,"Granbury, TX: Granbury Regional",16962
XT4,"Fulton, TX: Kalt Ranch",16984
XUZ,"Xuzhou, China: Xuzhou Airport",15933
XWA,"Williston, ND: Williston Basin International",16869
XWC,"Yantarni Bay, AK: Yantarni Bay Airport",15936
XWE,"Copalis, WA: Copalis State",15938
XWF,"Jerome, ID: Jerome County",15939
XWH,"Aztec, NM: Aztec Municipal",15941
XWJ,"Dexter, ME: Dexter Regional",15943
XWK,"Port Orchard, WA: Port Orchard Airport",15944
XWL,"Blackfoot, ID: McCarley Field",15945
XWM,"Riyadh, Saudi Arabia: Riyadh Military",15946
XWN,"Jupiter, FL: William P Gwinn",15947
XWO,"Kimball, NE: Kimball Municipal/Robert E. Arraj Field",15948
XWS,"Oliktok, AK: Oliktok LRRS",15952
XWT,"Nushagak Bay, AK: Nushagak Bay Airport",15953
XWU,"Marion, AL: Perry County",15954
XWW,"Driggs, ID: Teton Peaks",15956
XXD,"Clarendon, TX: Smiley Johnson Municipal/Bass Field",15963
XXE,"Lakewood, NJ: Lakewood Airport",15964
XXG,"Cambridge, MA: Arthur D. Little Heliport",15966
XXN,"Willits, CA: Ells Field-Willits Municipal",15971
XXO,"Hurricane, UT: General Dick Stout Field",15972
XXP,"Lakeport, CA: Lampson Field",15973
XXR,"Mariposa, CA: Mariposa-Yosemite",15975
XXS,"Creswell, OR: Hobby Field",15976
XXT,"Polson, MT: Polson Airport",15977
XXU,"Ashland, OR: Ashland Municipal-Sumner Parker Field",15978
XXV,"Decatur, WA: Decatur Shores",15979
XXX,"Mena, AR: Mena Intermountain Municipal",15981
XXY,"Fortuna, CA: Rohnerville",15982
XXZ,"Zuni Pueblo, NM: Black Rock",15983
XYA,"Yandina, Solomon Islands: Yandina Airport",15984
YAA,"Anahim Lake, Canada: Anahim Lake Airport",15986
YAC,"Cat Lake, Canada: Cat Lake Airport",15987
YAF,"Asbestos Hill, Canada: Asbestos",15988
YAG,"Fort Frances, Canada: Fort Frances Municipal",15989
YAH,"La Grande 4, Canada: La Grande 4 Airport",15990
YAK,"Yakutat, AK: Yakutat Airport",15991
YAM,"Sault Ste. Marie, Canada: Sault Ste. Marie Airport",15992
YAO,"Yaounde, Cameroon: Yaounde Ville",15993
YAP,"Yap, Federated States of Micronesia: Yap International",15994
YAT,"Attawapiskat, Canada: Attawapiskat Airport",15995
YAU,"Kattiniq, Canada: Kattiniq Donaldson",15996
YAV,"Miners Bay, Canada: Miners Bay Airport",15997
YAY,"St. Anthony, Canada: St. Anthony Airport",15998
YAZ,"Tofino, Canada: Long Beach",15999
YBA,"Banff, Canada: Banff Airport",16000
YBB,"Kugaaruk, Canada: Kugaaruk Airport",16001
YBC,"Baie Comeau, Canada: Baie Comeau Airport",16002
YBE,"Uranium City, Canada: Uranium City Airport",16003
YBG,"Saguenay, Canada: Bagotville",16004
YBJ,"Baie Johan Beetz, Canada: Baie Johan Beetz Airport",16005
YBK,"Baker Lake, Canada: Baker Lake Airport",16006
YBL,"Campbell River, Canada: Campbell River Airport",16007
YBM,"Bronson Creek, Canada: Bronson Creek Airport",16008
YBQ,"Telegraph Harbour, Canada: Telegraph Harbour Airport",16545
YBR,"Brandon, Canada: Brandon Municipal",16009
YBS,"Opapimiskan Lake, Canada: Opapimiskan Lake Airport",16010
YBT,"Brochet, Canada: Brochet Airport",16011
YBV,"Berens River, Canada: Berens River Airport",16012
YBW,"Bedwell Harbour, Canada: Bedwell Harbour Water Aerodrome",16599
YBX,"Blanc Sablon, Canada: Blanc Sablon Airport",16013
YCB,"Cambridge Bay, Canada: Cambridge Bay Airport",16014
YCC,"Cornwall, Canada: Cornwall Regional",16015
YCD,"Nanaimo, Canada: Nanaimo Airport",16016
YCE,"Centralia, Canada: James T. Field Memorial",16518
YCF,"Cortes Bay, Canada: Cortes Bay Airport",16017
YCG,"Castlegar/Nelson/Trail, Canada: Castlegar West Kootenay Regional",16018
YCH,"Miramichi, Canada: Miramichi Airport",16019
YCJ,"Cape Saint James, Canada: Cape Saint James Airport",16020
YCK,"Colville Lake, Canada: Colville Lake Tommy Kochon",16021
YCL,"Charlo, Canada: Charlo Airport",16022
YCM,"St. Catharines, Canada: Niagara District",16023
YCN,"Cochrane, Canada: Cochrane Airport",16024
YCO,"Kugluktuk/Coppermine, Canada: Kugluktuk",16025
YCR,"Cross Lake, Canada: Cross Lake Airport",16026
YCS,"Chesterfield Inlet, Canada: Chesterfield Inlet Airport",16027
YCY,"Clyde River, Canada: Clyde River Airport",16028
YDA,"Dawson City, Canada: Dawson City Airport",16029
YDB,"Burwash Landings, Canada: Burwash",16030
YDF,"Deer Lake, Canada: Deer Lake Airport",16031
YDL,"Dease Lake, Canada: Dease Lake Airport",16032
YDN,"Dauphin, Canada: Dauphin Barker",16033
YDP,"Nain, Canada: Nain Airport",16034
YDQ,"Dawson Creek, Canada: Dawson Creek Airport",16035
YDS,"Desolation Sound, Canada: Desolation Sound Marine Park",16036
YEA,"Edmonton, Canada: Edmonton Metropolitan Area",16039
YEC,"Yecheon, South Korea: Yecheon Airport",16040
YED,"Edmonton, Canada: Edmonton Namao Heliport",16041
YEG,"Edmonton, Canada: Edmonton International",16042
YEK,"Arviat, Canada: Arviat Airport",16043
YEL,"Elliot Lake, Canada: Elliot Lake Municipal",16044
YEM,"Manitowaning, Canada: Manitoulin East Municipal",16045
YEO,"Yeovilton, United Kingdom: Yeovilton Airport",16046
YER,"Fort Severn, Canada: Fort Severn Airport",16047
YEU,"Eureka, Canada: Eureka Airport",16048
YEV,"Inuvik, Canada: Inuvik Airport",16049
YFB,"Iqaluit, Canada: Iqaluit Airport",16050
YFC,"Fredericton, Canada: Fredericton International",16051
YFO,"Flin Flon, Canada: Flin Flon Airport",16052
YFR,"Fort Resolution, Canada: Fort Resolution Airport",16053
YFS,"Fort Simpson, Canada: Fort Simpson Airport",16054
YGA,"Gagnon, Canada: Gagnon Airport",16055
YGB,"Gillies Bay, Canada: Texada Gillies Bay",16056
YGE,"Gorge Harbor, Canada: Gorge Harbor Airport",16057
YGG,"Ganges Harbor, Canada: Ganges Harbor Airport",16058
YGH,"Fort Good Hope, Canada: Fort Good Hope Ice Strip",16059
YGJ,"Yonago, Japan: Miho",16060
YGK,"Kingston, Canada: Kingston Airport",16061
YGL,"La Grande, Canada: La Grande Riviere",16062
YGN,"Greenway Sound, Canada: Greenway Sound Airport",16063
YGP,"Gaspe, Canada: Michel Pouliot",16064
YGQ,"Geraldton, Canada: Geraldton Greenstone Regional",16065
YGR,"Iles de la Madeleine, Canada: Iles de la Madeleine Airport",16066
YGT,"Igloolik, Canada: Igloolik Airport",16067
YGV,"Havre St. Pierre, Canada: Havre St. Pierre Airport",16068
YGW,"Kuujjuarapik, Canada: Kuujjuarapik Airport",16069
YGX,"Gillam, Canada: Gillam Airport",16070
YGZ,"Grise Fiord, Canada: Grise Fiord Airport",16072
YHA,"Port Hope Simpson, Canada: Port Hope Simpson Airport",16073
YHD,"Dryden, Canada: Dryden Regional",16074
YHF,"Hearst, Canada: Hearst Municipal",16075
YHH,"Campbell River, Canada: Harbor",16076
YHI,"Holman Island, Canada: Ulukhaktok",16077
YHM,"Hamilton, Canada: John C. Munro Hamilton International",16078
YHN,"Hornepayne, Canada: Hornepayne Municipal",16079
YHR,"Harrington Harbour, Canada: Harrington Harbour Airport",16080
YHS,"Sechelt, Canada: Sechelt Airport",16081
YHT,"Haines Junction, Canada: Haines Junction Airport",16082
YHU,"Montreal, Canada: St. Hubert",16083
YHY,"Hay River, Canada: Hay River Merlyn Carter",16084
YHZ,"Halifax, Canada: Halifax Stanfield International",16085
YIA,"Yogyakarta, Indonesia: Internasional Yogyakarta",16930
YIB,"Atikokan, Canada: Atikokan Municipal",16086
YIF,"Pakuashipi, Canada: St Augustin",16087
YIG,"Big Bay Marina, Canada: Big Bay Marina Airport",16088
YIH,"Yichang, China: Yichang Sanxia",16089
YIO,"Pond Inlet, Canada: Pond Inlet Airport",16090
YIP,"Detroit, MI: Willow Run",16091
YIV,"Island Lake, Canada: Island Lake Airport",16092
YIW,"Yiwu, China: Yiwu Airport",16093
YJO,"Johnny Mountain, Canada: Johnny Mountain Airport",16094
YJT,"Stephenville, Canada: Stephenville Airport",16095
YKA,"Kamloops, Canada: Kamloops Airport",16096
YKF,"Kitchener, Canada: Waterloo",16097
YKG,"Kangirsuk, Canada: Kangirsuk Airport",16098
YKJ,"Key Lake, Canada: Key Lake Airport",16099
YKL,"Schefferville, Canada: Schefferville Airport",16100
YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",16101
YKN,"Yankton, SD: Chan Gurney Municipal",16102
YKS,"Yakutsk, Russia: Yakutsk Airport",16103
YKU,"Fort George, Canada: Ft. George",16104
YKX,"Kirkland Lake, Canada: Kirkland Lake Airport",16105
YKZ,"Toronto, Canada: Buttonville Municipal",16106
YLC,"Kimmirut/Lake Harbour, Canada: Lake Harbour",16107
YLD,"Chapleau, Canada: Chapleau Airport",16108
YLH,"Lansdowne House, Canada: Lansdowne House Airport",16109
YLJ,"Meadow Lake, Canada: Meadow Lake Airport",16988
YLL,"Lloydminster, Canada: Lloydminster Airport",16110
YLP,"Mingan, Canada: Mingan Airport",16111
YLQ,"La Tuque, Canada: La Tuque Airport",16112
YLR,"Leaf Rapids, Canada: Leaf Rapids Airport",16113
YLS,"Lebel-sur-Quevillon, Canada: Lebel-sur-Quevillon Airport",16478
YLT,"Alert, Canada: Alert Airport",16114
YLW,"Kelowna, Canada: Kelowna Airport",16115
YMA,"Mayo, Canada: Mayo Airport",16116
YMB,"Merritt, Canada: Merritt Airport",16117
YMD,"Mould Bay, Canada: Mould Bay Airport",16766
YME,"Matane, Canada: Matane Russell Burnett",16118
YMF,"Galiano Island, Canada: Galiano Island Water Aerodrome",16606
YMH,"Mary's Harbour, Canada: Mary's Harbour Airport",16119
YML,"Murray Bay, Canada: Charlevoix",16120
YMM,"Fort McMurray, Canada: Fort McMurray Airport",16121
YMO,"Moosonee, Canada: Moosonee Airport",16122
YMP,"Port McNeill, Canada: Port McNeill Airport",16123
YMQ,"Montreal, Canada: Montreal Metropolitan Area",16124
YMS,"Yurimaguas, Peru: Yurimaguas Airport",16125
YMT,"Chibougamau, Canada: Chapais",16126
YMU,"Mansons Landing, Canada: Mansons Landing Water Aerodrome",16608
YMV,"Manicouagan, Canada: Manic-5",16127
YMW,"Maniwaki, Canada: Maniwaki Airport",16827
YMX,"Montreal, Canada: Montreal International",16128
YNA,"Natashquan, Canada: Natashquan Airport",16129
YNB,"Yenbo, Saudi Arabia: Prince Abdulmohsin Bin Abdulaziz",16130
YND,"Gatineau, Canada: Gatineau-Ottawa Executive",16131
YNE,"Norway House, Canada: Norway House Airport",16132
YNG,"Youngstown/Warren, OH: Youngstown-Warren Regional",16133
YNH,"Hudson's Hope, Canada: Hudson's Hope Airport",16134
YNJ,"Yanji, China: Chaoyangchuan",16135
YNK,"Nootka Sound, Canada: Nootka Sound Airport",16136
YNL,"Points North Landing, Canada: Points North Landing Airport",16137
YNM,"Matagami, Canada: Matagami Airport",16138
YNT,"Yantai, China: Laishan",16139
YNY,"Yangyang, South Korea: Yangyang International",16140
YOA,"Ekati, Canada: Ekati Airport",16506
YOC,"Old Crow, Canada: Old Crow Airport",16141
YOD,"Cold Lake, Canada: Cold Lake Group/Captain R. W. McNair",16142
YOG,"Ogoki, Canada: Ogoki Airport",16143
YOJ,"High Level, Canada: High Level Airport",16144
YOL,"Yola, Nigeria: Yola Airport",16145
YOO,"Oshawa, Canada: Oshawa Executive",16146
YOP,"Rainbow Lake, Canada: Rainbow Lake Airport",16147
YOW,"Ottawa, Canada: Ottawa Macdonald Cartier International",16149
YOX,"Rea Point, Canada: Rea Point Airport",16150
YPA,"Prince Albert, Canada: Prince Albert Glass Field",16151
YPD,"Parry Sound, Canada: Parry Sound Area Municipal",16523
YPE,"Peace River, Canada: Peace River Airport",16152
YPL,"Pickle Lake, Canada: Pickle Lake Airport",16153
YPN,"Port Menier, Canada: Port Menier Airport",16154
YPO,"Peawanuck, Canada: Peawanuck Airport",16155
YPQ,"Peterborough, Canada: Peterborough Airport",16156
YPR,"Digby Island, Canada: Prince Rupert",16157
YPS,"Port Hawkesbury, Canada: Port Hawkesbury Airport",16158
YPT,"Pender Harbour, Canada: Pender Harbour Water Aerodrome",16611
YPW,"Powell River, Canada: Powell River Airport",16159
YPX,"Povungnituk, Canada: Puvirnituq",16160
YPY,"Fort Chipewyan, Canada: Fort Chipewyan Airport",16161
YQA,"Muskoka, Canada: Muskoka Airport",16162
YQB,"Quebec, Canada: Jean Lesage International",16163
