Code_x,Description,Code_y
TIR,"Tirupati, India: Tirupati Airport",15216
TIS,"Thursday Island, Australia: Horn Island",15217
TIU,"Timaru, New Zealand: Timaru Airport",15218
TIV,"Tivat, Montenegro: Tivat Airport",15219
TIW,"Tacoma, WA: Tacoma Narrows",15220
TIX,"Titusville, FL: Space Coast Regional",15221
TIY,"Tidjikja, Mauritania: Tidjikja Airport",15222
TIZ,"Tari, Papua New Guinea: Tari Airport",15223
TJA,"Tarija, Bolivia: Cap Av Oriel Lea Plaza International",15224
TJI,"Trujillo, Honduras: Trujillo Airport",15225
TJM,"Tyumen, Russia: Roshchino",15226
TK1,"Ankara, Turkey: Murted",15227
TKA,"Talkeetna, AK: Talkeetna Airport",15228
TKC,"Tiko, Cameroon: Tiko Airport",15229
TKD,"Takoradi, Ghana: Takoradi Airport",15230
TKE,"Tenakee, AK: Tenakee Airport",15231
TKF,"Truckee, CA: Truckee Tahoe",15232
TKG,"Bandar Lampung, Indonesia: Branti",15233
TKH,"Takhli, Thailand: Takhli Airport",15234
TKI,"Tokeen, AK: Tokeen Airport",15235
TKJ,"Tok, AK: Tok Junction",15236
TKK,"Chuuk, Federated States of Micronesia: Chuuk International",15237
TKL,"Taku Lodge, AK: Taku Seaplane Base",15238
TKM,"Tikal, Guatemala: Tikal Airport",15239
TKQ,"Kigoma, Tanzania: Kigoma Airport",15240
TKR,"Thakurgaon, Bangladesh: Thakurgaon Stol Port",15241
TKS,"Tokushima, Japan: Tokushima Airport",15242
TKT,"Tak, Thailand: Tak Airport",15243
TKU,"Turku, Finland: Turku Airport",15244
TLA,"Teller, AK: Teller Airport",15245
TLC,"Toluca, Mexico: Toluca International",15246
TLE,"Tulear, Madagascar: Tulear Airport",15247
TLF,"Telida, AK: Telida Airport",15248
TLH,"Tallahassee, FL: Tallahassee International",15249
TLJ,"Tatalina, AK: Tatalina LRRS",15250
TLL,"Tallinn, Estonia: Lennart Meri Tallinn",15252
TLM,"Tlemcen, Algeria: Zenata-Messali El Hadj",15253
TLN,"Toulon/Hyeres, France: Hyeres Le Palyvestre",15254
TLR,"Tulare, CA: Mefford Field",15255
TLS,"Toulouse, France: Toulouse Blagnac",15256
TLT,"Tuluksak, AK: Tuluksak Airport",15257
TLV,"Tel Aviv, Israel: Ben Gurion",15258
TMA,"Tifton, GA: Henry Tift Myers",15259
TMB,"Miami, FL: Miami Executive",15260
TMD,"Timbedra, Mauritania: Timbedra Airport",15261
TMI,"Tumlingtar, Nepal: Tumlingtar Airport",15262
TML,"Tamale, Ghana: Tamale Airport",15263
TMM,"Tamatave, Madagascar: Toamasina",15264
TMP,"Tampere, Finland: Tampere-Pirkkala",15265
TMR,"Tamanrasset, Algeria: Aguemar",15266
TMS,"Sao Tome Island, Sao Tome and Principe: Salazar",15267
TMT,"Trombetas, Brazil: Trombetas Airport",15268
TMU,"Tambor, Costa Rica: Tambor Airport",16535
TMW,"Tamworth, Australia: Tamworth Airport",15269
TN1,"Lebanon, TN: Lebanon Municipal",15270
TN2,"Sparta, TN: Upper Cumberland Regional",15271
TN3,"Lewisburg, TN: Ellington",15272
TN4,"Pulaski, TN: Abernathy Field",15273
TN5,"Lafayette, TN: Lafayette Municipal",16695
TN6,"Dyersburg, TN: Dyersburg Regional",15275
TN7,"Winchester, TN: Winchester Municipal",15276
TN8,"Nashville, TN: John C Tune",12574
TN9,"Sevierville, TN: Gatlinburg-Pigeon Forge",16509
TNA,"Jinan, China: Yaoqiang",15277
TNC,"Tin City, AK: Tin City LRRS",15278
TNE,"Tanegashima, Japan: Tanegashima Airport",15279
TNG,"Tangier, Morocco: Tanger Ibn Batouta International",15280
TNJ,"Tandjungpinang, Indonesia: Kidjang",15281
TNK,"Tununak, AK: Tununak Airport",15282
TNN,"Tainan, Taiwan: Tainan Airport",15283
TNO,"Tamarindo, Costa Rica: Tamarindo de Santa Cruz",16667
TNP,"Twentynine Palms, CA: Twentynine Palms Airport",15284
TNR,"Antananarivo, Madagascar: Ivato",15285
TNT,"Miami, FL: Dade-Collier Training and Transition",15286
TNU,"Newton, IA: Newton Municipal Earl Johnson Field",15287
TNX,"Stung Treng, Cambodia: Stung Treng Airport",15288
TOA,"Torrance, CA: Zamperini Field",15289
TOB,"Tobruk, Libya: Tobruk Airport",15290
TOD,"Pulau Tioman, Malaysia: Pulau Tioman Airport",16402
TOE,"Tozeur, Tunisia: Nefta",15292
TOG,"Togiak, AK: Togiak Airport",15293
TOI,"Troy, AL: Troy Municipal at N Kenneth Campbell Field",16536
TOJ,"Madrid, Spain: Torrejon AFB",15294
TOL,"Toledo, OH: Eugene F Kranz Toledo Express",15295
TOM,"Tombouctou, Mali: Tombouctou Airport",15296
TOP,"Topeka, KS: Philip Billard Municipal",15297
TOQ,"Tocopilla, Chile: Barriles",15298
TOR,"Torrington, WY: Torrington Municipal",15299
TOS,"Tromso, Norway: Tromso Airport",15300
TOU,"Touho, New Caledonia: Touho Airport",15301
TOV,"Tortola, British Virgin Islands: Tortola West End Seaplane Base",15302
TOY,"Toyama, Japan: Toyama Airport",15303
TPA,"Tampa, FL: Tampa International",15304
TPB,"Topeka, KS: Allen Air Park",15305
TPE,"Taipei, Taiwan: Taiwan Taoyuan International",15306
TPF,"Tampa, FL: Peter O'Knight",15307
TPH,"Tonopah, NV: Tonopah Airport",15308
TPI,"Tapini, Papua New Guinea: Tapini Airport",15309
TPL,"Temple, TX: Draughon-Miller Central Texas Regional",15310
TPP,"Tarapoto, Peru: Tarapoto Airport",15312
TPQ,"Tepic, Mexico: Tepic International",15313
TPR,"Tom Price, Australia: Tom Price Airport",15314
TPS,"Trapani/Marsala, Italy: Trapani/Birgi",15315
TRB,"Turbo, Colombia: Turbo Airport",15316
TRC,"Torreon, Mexico: Torreon International",15317
TRD,"Trondheim, Norway: Trondheim Airport",15318
TRE,"Tiree Island, United Kingdom: Tiree Island Airport",15319
TRF,"Sandefjord, Norway: Torp",15320
TRG,"Tauranga, New Zealand: Tauranga Airport",15321
TRH,"Trona, CA: Trona Airport",15322
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",15323
TRK,"Tarakan, Indonesia: Juwata",15324
TRL,"Terrell, TX: Terrell Municipal",16791
TRM,"Thermal, CA: Jacqueline Cochran Regional",15325
TRN,"Turin, Italy: Torino",15326
TRO,"Taree, Australia: Taree Airport",15327
TRR,"Trincomalee, Sri Lanka: China Bay",15328
TRS,"Trieste, Italy: Trieste Airport",15329
TRU,"Trujillo, Peru: Cap FAP Carlos Martinez de Pinillos",15331
TRV,"Trivandrum, India: Thiruvananthapuram International",15332
TRW,"Tarawa, Kiribati: Bonriki International",15333
TRZ,"Trichinopoly, India: Tiruchirappalli International",15334
TSA,"Taipei, Taiwan: Taipei Songshan",15335
TSB,"Tsumeb, Namibia: Tsumeb Airport",15336
TSF,"Venice, Italy: Treviso",15338
TSG,"Tanacross, AK: Tanacross Airport",15339
TSH,"Tshikapa, Congo (Kinshasa): Tshikapa Airport",15340
TSJ,"Tsushima, Japan: Tsushima Airport",15341
TSM,"Taos, NM: Taos Regional",15342
TSN,"Tianjin, China: Tianjin Binhai International",15343
TSP,"Tehachapi, CA: Tehachapi Municipal",15344
TSR,"Timisoara, Romania: Traian Vuia",15345
TSS,"New York, NY: East 34th Street Heliport",15346
TSV,"Townsville, Australia: Townsville International",15348
TTB,"Tortoli, Italy: Tortoli Arbatax",15349
TTC,"Taltal, Chile: Argolla",15350
TTD,"Troutdale, OR: Portland Troutdale",15351
TTG,"Tartagal, Argentina: Tartagal Airport",15352
TTH,"Thumrait, Oman: Thumrait Airport",15353
TTJ,"Tottori, Japan: Tottori Airport",15354
TTL,"Turtle Island, Fiji: Turtle Island Airport",15355
TTN,"Trenton, NJ: Trenton Mercer",15356
TTS,"Tsaratanana, Madagascar: Tsaratanana Airport",15358
TTT,"Taitung, Taiwan: Fongnian",15359
TTU,"Tetuan, Morocco: Tetouan/Sania Ramel",15360
TUA,"Tulcan, Ecuador: Tulcan Airport",15361
TUB,"Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia",15362
TUC,"Tucuman, Argentina: Tucuman Airport",15363
TUD,"Tambacounda, Senegal: Tambacounda Airport",15364
TUF,"Tours, France: Tours Val de Loire",15365
TUG,"Tuguegarao, Philippines: Tuguegarao Airport",15366
TUH,"Tullahoma, TN: Arnold AFB",15367
TUI,"Turaif, Saudi Arabia: Turaif Airport",15368
TUK,"Turbat, Pakistan: Turbat International",15369
TUL,"Tulsa, OK: Tulsa International",15370
TUM,"Tumut, Australia: Tumut Airport",15371
TUN,"Tunis, Tunisia: Carthage",15372
TUO,"Taupo, New Zealand: Taupo Airport",15373
TUP,"Tupelo, MS: Tupelo Regional",15374
TUR,"Tucurui, Brazil: Tucurui Airport",15375
TUS,"Tucson, AZ: Tucson International",15376
TUT,"Tauta, Papua New Guinea: Tauta Airport",15377
TUU,"Tabuk, Saudi Arabia: Prince Sultan Bin Abdulaziz",15378
TVA,"Morafenobe, Madagascar: Morafenobe Airport",15379
TVC,"Traverse City, MI: Cherry Capital",15380
TVF,"Thief River Falls, MN: Thief River Falls Regional",15381
TVI,"Thomasville, GA: Thomasville Regional",15382
TVL,"Lake Tahoe, CA: Lake Tahoe Airport",15383
TVU,"Taveuni, Fiji: Matei",15384
TWA,"Twin Hills, AK: Twin Hills Airport",15385
TWB,"Toowoomba, Australia: Toowoomba Airport",15386
TWD,"Port Townsend, WA: Jefferson County International",15387
TWE,"Taylor, AK: Taylor Airport",15388
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",15389
TWH,"Two Harbors, CA: Two Harbors Airport",15390
TWU,"Tawau, Malaysia: Tawau Airport",15392
TX1,"Mesquite, TX: Mesquite Metro",15393
TX2,"Denver City, TX: Denver City Airport",15394
TX3,"Port Isabel, TX: Port Isabel - Cameron County",15395
TX4,"Ballinger, TX: Bruce Field",15396
TX5,"Cleburne, TX: Cleburne Regional",15397
TX6,"Horseshoe Bay, TX: Horseshoe Bay Resort",15398
TX7,"Post, TX: Post Garza County Municipal",15399
TX8,"Slaton, TX: City of Slaton Larry T Neal Meml",16412
TX9,"Winters, TX: Winters Municipal",16549
TXG,"Taichung, Taiwan: Taichung Airport",15400
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",15401
TXL,"Berlin, Germany: Tegel",15402
TXN,"Tunxi, China: Tunxi Airport",15403
TXU,"Tabou, Cote d'Ivoire: Tabou Airport",15404
TYB,"Tibooburra, Australia: Tibooburra Airport",15405
TYE,"Tyonek, AK: Tyonek Airport",15406
TYL,"Talara, Peru: Capitan FAP Victor Montes International",15408
TYM,"Exuma, The Bahamas: Staniel Cay",16825
TYN,"Taiyuan, China: Wusu",15409
TYO,"Tokyo, Japan: Tokyo Metropolitan Area",15410
TYR,"Tyler, TX: Tyler Pounds Regional",15411
TYS,"Knoxville, TN: McGhee Tyson",15412
TYZ,"Taylor, AZ: Taylor Airport",15413
TZA,"Belize City, Belize: Belize Municipal",15414
TZF,"Maya Beach, Belize: Maya Beach Airport",15415
TZL,"Tuzla, Bosnia and Herzegovina: Tuzla Airport",15416
TZN,"South Andos, The Bahamas: Congo Town",15417
TZX,"Trabzon, Turkey: Trabzon Airport",15418
U36,"Aberdeen, ID: Aberdeen Municipal",16431
UAB,"Adana, Turkey: Incirlik AB",15419
UAH,"Ua Huka, French Polynesia: Ua Huka Airport",15420
UAK,"Narsarsuaq, Greenland: Narsarsuaq Airport",15421
UAM,"Guam, TT: Andersen AFB",15422
UAQ,"San Juan, Argentina: San Juan Airport",15423
UAS,"Samburu, Kenya: Samburu Airport",15424
UAX,"Uaxactun, Guatemala: Uaxactun Airport",15425
UBA,"Uberaba, Brazil: Mario de Almeida Franco",15426
UBF,"Chatham, MA: Chatham Municipal",15427
UBJ,"Ube, Japan: Yamaguchi Ube",15428
UBN,"Ulaanbaator, Mongolia: Buyant Ukhaa International",15463
UBP,"Ubon Ratchathani, Thailand: Ubon Ratchathani Airport",15429
UBS,"Columbus, MS: Columbus-Lowndes County",15430
UCA,"Utica/Rome, NY: Oneida County",15431
UCY,"Union City, TN: Everett-Stewart Regional",15433
UDD,"Bermuda Dunes, CA: Bermuda Dunes Airport",15434
UDG,"Darlington, SC: Darlington County",15435
UDI,"Uberlandia, Brazil: Uberlandia Airport",15436
UDJ,"Zakarpattia, Ukraine: Uzhhorod International",16763
UDR,"Udaipur, India: Maharana Pratap",15437
UEL,"Quelimane, Mozambique: Quelimane Airport",15438
UEO,"Kumejima, Japan: Kumejima Airport",15439
UES,"Waukesha, WI: Waukesha County",15440
UET,"Quetta, Pakistan: Samungli International",15441
UFA,"Ufa, Russia: Ufa Airport",15442
UGA,"Ugashik, AK: Ugashik Airport",15443
UGA,"Ugashik, AK: Ugashik Airport",15448
UGS,"Ugashik, AK: Ugashik Airport",15443
UGS,"Ugashik, AK: Ugashik Airport",15448
UGB,"Pilot Point, AK: Ugashik Bay",15444
UGC,"Urgench, Uzbekistan: Urgench Airport",15445
UGI,"Uganik, AK: Uganik Airport",15446
UGN,"Waukegan, IL: Waukegan National",15447
UHE,"Uherske Hradiste, Czech Republic: Uherske Hradiste Airport",15449
UHF,"Upper Heyford, United Kingdom: Upper Heyford Airport",15450
UIB,"Quibdo, Colombia: El Carano",15451
UIH,"Qui Nhon, Vietnam: Phu Cat",15452
UII,"Utila Island, Honduras: Utila Island Hond.",15453
UIN,"Quincy, IL: Quincy Regional-Baldwin Field",15454
UIO,"Quito, Ecuador: Old Mariscal Sucre International",15455
UIP,"Quimper, France: Quimper Pluguffan",15456
UK1,"Cranfield, United Kingdom: Cranfield Airport",16642
UKB,"Kobe Honshu Island, Japan: Kobe",15457
UKI,"Ukiah, CA: Ukiah Municipal",15458
ULA,"San Julian, Argentina: San Julian Airport",15459
ULC,"Santiago, Chile: Los Cerrillos",15460
ULI,"Ulithi, Federated States of Micronesia: Ulithi Airport",15461
ULM,"New Ulm, MN: New Ulm Municipal",15462
ULQ,"Tulua, Colombia: Heriberto Gil Martinez",15464
ULS,"Ulysses, KS: Ulysses Airport",15465
ULY,"Ulyanovsk, Russia: Ulyanovsk Vostochny",15466
UMB,"Umnak, AK: North Shore",15467
UMD,"Uummannaq, Greenland: Uummannaq Airport",15468
UME,"Umea, Sweden: Umea Airport",15469
UMM,"Summit, AK: Summit Airport",15470
UMR,"Woomera, Australia: Woomera Airport",15471
UMT,"Umiat, AK: Umiat Airport",15472
UMU,"Umuarama, Brazil: Orlando de Carvalho",15473
UND,"Konduz, Afghanistan: Kunduz",15475
UNG,"Kiunga, Papua New Guinea: Kiunga Airport",15476
UNI,"Union Island, Saint Vincent and the Grenadines: Union Island Airport",15477
UNK,"Unalakleet, AK: Unalakleet Airport",15478
UNS,"Umnak, AK: Umnak Airport",15479
UNT,"Unst, United Kingdom: Unst Airport",15480
UOS,"Sewanee, TN: Franklin County",16419
UOX,"Oxford, MS: University-Oxford",15481
UPG,"Ujung Pandang, Indonesia: Hasanuddin",15482
UPN,"Uruapan, Mexico: Uruapan Airport",15483
UPP,"Upolo Point, HI: Upolu",15484
UQE,"Queens, AK: The Queens",15485
URA,"Uralsk, Kazakhstan: Uralsk Airport",15486
URB,"Urubupunga, Brazil: Urubupunga Airport",15487
URC,"Urumqi, China: Diwopu International",15488
URG,"Uruguaiana, Brazil: Rubem Berta",15489
URO,"Boos, France: Rouen Vallee de Seine",15490
URT,"Surat Thani, Thailand: Surat Thani Airport",15491
URY,"Gurayat, Saudi Arabia: Guriat",15492
USA,"Concord, NC: Concord Padgett Regional",12544
USH,"Ushuaia, Argentina: Islas Malvinas",15493
USI,"Usibelli, AK: Usi Belli Coal Mine",15494
USM,"Koh Samui, Thailand: Samui",15495
USN,"Ulsan, South Korea: Ulsan Airport",15496
UST,"St. Augustine, FL: Northeast Florida Regional",15497
UT1,"Heber, UT: Heber Valley",15498
UT2,"North Salt Lake, UT: A A Helicopters Inc",16850
UT3,"Spanish Fork, UT: Spanish Fork Municipal Woodhouse Field",16905
UTB,"Muttaburra, Australia: Muttaburra Airport",15499
UTH,"Udon Thani, Thailand: Udon Thani Airport",15500
UTK,"Utirik, Marshall Islands: Utirik Island",15501
UTM,"Tunica, MS: Tunica Municipal",15502
UTN,"Upington, South Africa: Upington International",15503
UTO,"Utopia, AK: Indian Mountain LRRS",15504
UTP,"Utapao, Thailand: U Tapao Rayong Pattaya International",15505
UTT,"Mthatha, South Africa: Mthatha Airport",15506
UTW,"Queenstown, South Africa: Queenstown Airport",15507
UUD,"Ulan-Ude, Russia: Mukhino",16439
UUK,"Kuparuk, AK: North Kuparuk",15508
UUS,"Yuzhno-Sakhalinsk, Russia: Khomutovo",15509
UUU,"Manumu, Papua New Guinea: Manumu Airport",15510
UVA,"Uvalde, TX: Garner Field",15511
UVE,"Ouvea, New Caledonia: Ouvea Ouloup",15512
UVF,"St. Lucia, Saint Lucia: Hewanorra International",15513
UVL,"Kharja, Egypt: New Valley",15514
UXA,"Lik Camp, AK: Lik Camp Airport",15515
UXB,"Fassberg, Germany: Fassberg Airport",15516
UXC,"Hawley, MN: Hawley Municipal",15517
UXD,"Chowchilla, CA: Chowchilla Airport",15518
UXE,"Faulkton, SD: Faulkton Municipal",15519
UXF,"St. Anthony, ID: Stanford Field",15520
UXG,"Dutch John, UT: Dutch John Airport",15521
UXI,"Calder Bay, AK: Calder Bay Airport",15523
UXJ,"Richmond, KY: Central Kentucky Regional",15524
UXK,"Petaluma, CA: Petaluma Municipal",15525
UXL,"Chariot, AK: Chariot Airport",15526
UXM,"47-Mile Mine, AK: 47-Mile Mine Airport",15527
UXN,"Prestonsburg, KY: Big Sandy Regional",15528
UXO,"Fitchburg, MA: Fitchburg Municipal",15529
UXP,"Bay St. Louis, MS: Stennis International",15530
UXQ,"Gilze-Rijen, Netherlands: Gilze-Rijen Airport",15531
UXR,"Monument Valley, UT: Monument Valley Airport",15532
UXS,"Cimarron, KS: Cimarron Municipal",15533
UXU,"Cheboygan, MI: Cheboygan County",15535
UXV,"Enterprise, OR: Enterprise Municipal",15536
UXW,"Cookeville, TN: Putnam County",15537
UXX,"Hot Springs, MT: Hot Springs Airport",15538
UXY,"Circle, MT: Circle Town County",15539
UXZ,"Garrison, ND: Garrison Municipal",15540
UY1,"Melilla, Uruguay: Angel S Adami",15541
UYL,"Nyala, Sudan: Nyala Airport",15543
UZU,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport",15544
VA1,"Emporia, VA: Emporia Greensville Regional",15545
VA2,"Chesapeake, VA: Chesapeake Regional",15546
VA3,"Marion/Wytheville, VA: Mountain Empire",15547
VA4,"Leesburg, VA: Leesburg Executive",15548
VA5,"Richmond, VA: Hanover County Municipal",16528
VA6,"Moneta, VA: Smith Mountain Lake",16697
VA7,"Bridgewater, VA: Bridgewater Air Park",16721
VA8,"Richmond, VA: Richmond Executive Chesterfield County",16774
VA9,"Norfolk, VA: Hampton Roads Executive",16838
VAA,"Vaasa, Finland: Vaasa Airport",15549
VAD,"Valdosta, GA: Moody AFB",15550
VAF,"Valence, France: Valence Chabeuil",15552
VAI,"Vanimo, Papua New Guinea: Vanimo Airport",15553
VAK,"Chevak, AK: Chevak Airport",15554
VAN,"Van, Turkey: Van Airport",15555
VAO,"Suavanao, Solomon Islands: Suavanao Airport",15556
VAR,"Varna, Bulgaria: Varna Airport",15557
VAS,"Sivas, Turkey: Sivas Airport",15558
VAV,"Vava'u, Tonga: Vava'u International",15559
VBG,"Lompoc, CA: Vandenberg Sfb",15561
VBS,"Brescia, Italy: Brescia Montichiari",15562
VBY,"Visby, Sweden: Visby Airport",15563
VCA,"Can Tho, Vietnam: Can Tho International",15564
VCB,"View Cove, AK: View Cove Airport",15565
VCE,"Venice, Italy: Marco Polo International",15566
VCP,"Sao Paulo, Brazil: Viracopos International",15567
VCR,"Carora, Venezuela: Carora Airport",15568
VCT,"Victoria, TX: Victoria Regional",15569
VCV,"Victorville, CA: Southern California Logistics",15570
VDA,"Ovda, Israel: Ovda Airport",15571
VDC,"Vitoria Da Conquista, Brazil: Vitoria Da Conquista Airport",15572
VDE,"Valverde, Spain: El Hierro",15573
VDI,"Vidalia, GA: Vidalia Regional",15574
VDM,"Viedma, Argentina: Viedma Airport",15575
VDP,"Valle de la Pascua, Venezuela: Valle de la Pascua Airport",15576
VDR,"Villa Dolores, Argentina: Villa Dolores Airport",15577
VDS,"Vadso, Norway: Vadso Airport",15578
VDZ,"Valdez, AK: Valdez Pioneer Field",15579
VEE,"Venetie, AK: Venetie Airport",15581
VEL,"Vernal, UT: Vernal Regional",15582
VEO,"Versailles, MO: Roy Otten Memorial Airfield",15583
VER,"Veracruz, Mexico: Veracruz International",15584
VEY,"Vestmannaeyjar, Iceland: Vestmannaeyjar Airport",15585
VFA,"Victoria Falls, Zimbabwe: Victoria Falls International",15586
VGA,"Vijayawada, India: Vijayawada Airport",15587
VGC,"Hamilton, NY: Hamilton Municipal",16454
VGO,"Vigo, Spain: Vigo Airport",15588
VGT,"Las Vegas, NV: North Las Vegas",15589
VHM,"Vilhelmina, Sweden: Vilhelmina Airport",15590
VHN,"Van Horn, TX: Culberson County",16789
VHY,"Vichy, France: Vichy Charmeil",15591
VIC,"Vicenza, Italy: Vicenza Airport",15593
VID,"Vidin, Bulgaria: Vidin Airport",15594
VIE,"Vienna, Austria: Wien Schwechat",15595
VIG,"El Vigia, Venezuela: Juan Pablo Perez Alfonzo",15596
VIH,"Vichy, MO: Rolla National",15597
VII,"Vinh City, Vietnam: Vinh",16529
VIJ,"Virgin Gorda, British Virgin Islands: Virgin Gorda Airport",15598
VIK,"Kavik River, AK: Kavik River Airport",15599
VIL,"Dakhla, Morocco: Dakhla International",15600
VIN,"Vinnitsa, Ukraine: Gavryshivka International",16933
VIS,"Visalia, CA: Visalia Municipal",15601
VIT,"Vitoria, Spain: Vitoria Airport",15602
VIX,"Vitoria, Brazil: Eurico de Aguiar Salles International",15603
VJI,"Abingdon, VA: Virginia Highlands",16856
VKO,"Moscow, Russia: Vnukovo",15604
VKS,"Vicksburg, MS: Vicksburg Municipal",15605
VLC,"Valencia, Spain: Valencia Airport",15606
VLD,"Valdosta, GA: Valdosta Regional",15607
VLI,"Port Vila, Vanuatu: Port Vila Airport",15608
VLL,"Valladolid, Spain: Valladolid Airport",15609
VLN,"Valencia, Venezuela: Arturo Michelena International",15610
VLR,"Vallenar, Chile: Vallenar Airport",15612
VLV,"Valera, Venezuela: Dr. Antonio Nicolas Briceno",15613
VME,"Villa Mercedes, Argentina: Mercedes",15614
VNC,"Venice, FL: Venice Municipal",15615
VNO,"Vilnius, Lithuania: Vilnius International",15616
VNS,"Varanasi, India: Lal Bahadur Shastri Varanasi International",15617
VNY,"Van Nuys, CA: Van Nuys Airport",15618
VOG,"Volgograd, Russia: Gumrak",15619
VOK,"Camp Douglas, WI: Volk Field",15620
VOL,"Volos, Greece: Volos Airport",15621
VPE,"Ondjiva, Angola: Ondjiva Airport",15623
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",15624
VPZ,"Valparaiso, IN: Porter County Regional",15625
VQQ,"Jacksonville, FL: Cecil",13788
VQS,"Vieques, PR: Antonio Rivera Rodriguez",15626
VRA,"Varadero, Cuba: Juan Gualberto Gomez International",15627
VRB,"Vero Beach, FL: Vero Beach Regional",15628
VRC,"Virac, Philippines: Virac Airport",15629
VRK,"Varkaus, Finland: Varkaus Airport",15630
VRN,"Verona, Italy: Verona Villafranca",15631
VSA,"Villahermosa, Mexico: Villahermosa International",15632
VSE,"Viseu, Portugal: Viseu Airport",15633
VSF,"Springfield, VT: Hartness State",15634
VST,"Vasteras, Sweden: Vasteras Airport",15635
VT1,"West Dover, VT: Deerfield Valley Regional",16588
VT2,"Warren, VT: Warren Sugarbush",16624
VTE,"Vientiane, Laos: Wattay International",15636
VTN,"Valentine, NE: Miller Field",15637
VTZ,"Visakhapatnam, India: Visakhapatnam Airport",15638
VUJ,"Albemarle, NC: Stanly County",15639
VUO,"Vancouver, WA: Pearson Field",15640
VUP,"Valledupar, Colombia: Alfonso Lopez Pumarejo",15641
VVC,"Villavicencio, Colombia: Vanguardia",16466
VVI,"Santa Cruz, Bolivia: Viru Viru International",15643
VVK,"Vastervik, Sweden: Vastervik Airport",15644
VVO,"Vladivostok, Russia: Knevichi",15645
VWA,"Headland, AL: Headland Municipal",15646
VWB,"Myrtle Creek, OR: Myrtle Creek Municipal",15647
VWC,"Gallatin, TN: Music City Exec",15648
VWD,"Hanford, CA: Hanford Municipal",15649
VWE,"Chelan, WA: Lake Chelan",15650
VWF,"Custer, SD: Custer County",15651
VWG,"Garibaldi, OR: Tillamook",15652
VWH,"Midland/Odessa, TX: Odessa Schlemeyer Field",15653
VWI,"California City, CA: California City Municipal",15654
VWJ,"Cameron, SC: McNeil",15655
VWK,"Saratoga Springs, NY: Saratoga County",15656
VWL,"Bemidji, MN: Nary National Shefland Field",15657
VWM,"Weed, CA: Weed Airport",15658
VWN,"Parker, AZ: Avi Suquilla",15659
VWO,"Arlington, WA: Arlington Municipal",15660
VWP,"Bernard, ID: Bernard Usfs",15661
VWQ,"Lodi, CA: Kingdon Airpark",15662
VWR,"Independence, CA: Independence Airport",15663
VWS,"Wichita, KS: Colonel James Jabara",15664
VWT,"Americus, GA: Jimmy Carter Regional",15665
VWW,"Deer Lodge, MT: Deer Lodge-City-County",15668
VWX,"Hondo, TX: South Texas Regional at Hondo",15669
VWY,"Landsberg Am Lech, Germany: Landsberg-Lech",15670
VWZ,"Granite Creek Mine, AK: Granite Creek Mine Airport",15671
VXE,"Sao Vicente, Cape Verde: Sao Pedro International",15672
VXO,"Vaxjo, Sweden: Smaland",15673
VYD,"Vryheid, South Africa: Vryheid Airport",15674
VYS,"Peru, IL: Illinois Valley Regional",15675
VZA,"Marvel Creek Mine, AK: Marvel Creek Mine Airport",15676
VZB,"Mitrofania, AK: Mitrofania Airport",15677
VZC,"Mush Bay, AK: Mush Bay Airport",15678
VZD,"Campbell Lagoon, AK: Campbell Lagoon Airport",15679
VZE,"Frazer Lake, AK: Frazer Lake Airport",15680
VZF,"Afognak Straits, AK: Afognak Straits Airport",15681
VZG,"Moffet Bay, AK: Moffet Bay Airport",15682
VZH,"Mineola, TX: Mineola Wisener Field",15683
VZI,"Brundidge, AL: Brundidge Municipal",15684
VZJ,"Payette, ID: Payette Municipal",15685
VZL,"Los Alamitos, CA: Los Alamitos AAF",15687
VZM,"Jensens Strip, AK: Jensens Strip Airport",15688
VZN,"Wildman Creek, AK: Wildman Creek Airport",15689
VZO,"Stepovak, AK: Stepovak Airport",15690
VZQ,"Puale Bay, AK: Puale Bay Airport",15692
VZR,"Katmai Bay, AK: Katmai Bay Airport",15693
VZS,"Kashvik Bay, AK: Kashvik Bay Airport",15694
VZT,"Cinder Mountain, AK: Cinder Mountain Airport",15695
VZU,"Hagemeister Island, AK: Hagemeister Island Airport",15696
VZV,"Cape Peirce, AK: Cape Peirce Airport",15697
VZW,"Cape Greig, AK: Cape Greig Airport",15698
VZX,"Kasba Lake, Canada: Kasba Lake Airport",15699
YDU,"Kasba Lake, Canada: Kasba Lake Airport",15699
VZY,"Katmai Lodge, AK: Katmai Lodge Airport",15700
VZZ,"South St. Paul, MN: South St. Paul Municipal-Richard E. Fleming Field",15701
WA1,"Camp Orkila Eastsound, WA: Camp Orkila Seaplane Base",16651
WA2,"Mansfield, WA: Mansfield Airport",15703
WA3,"Shaw Island, WA: Shaw Islands Water Aerodrome",16654
WA4,"Medical Lake, WA: Isaacson",15705
WA5,"Winthrop, WA: Methow Valley State",15706
WA6,"Stehekin, WA: Stehekin Seaplane Landing",15707
WA7,"Chelan, WA: Chelan Seaplane Landing",15708
WA8,"Eastsound, WA: Waldron Airstrip",15736
